Tari,C1,C2,C3,C4,C5,C6,C7
Afghanistan,1.9942938483539154,-0.47398287418980817,-0.7288669739839094,-0.047330979722648776,0.22974160494572027,-0.6996926491062089,0.5379099821280416
Albania,-0.6203018045218822,0.0874934123466872,1.2617367808714435,0.203247968088233,-0.4920282505980277,-0.589494477141711,-1.0409900826862697
Algeria,-0.43468457541289773,0.8511054695402509,1.220319917729025,-0.4199384881536379,1.6603964642137616,0.04756598061805301,-0.9478845649743228
Andorra,-0.19127651136337914,-0.5031068716523975,0.5135526959236933,2.9002502069334275,2.0855919595421217,1.974304449857333,0.948277578992109
Angola,1.8197120617946019,2.5409439451250804,1.3315971472411425,0.2432933066675758,0.19450818350061513,-0.8231734053403524,-1.1544372956268953
Antigua and Barbuda,0.11786332645552852,-1.4227291778237507,-0.7741795054893564,-0.944689380014987,-0.24551993091502705,2.546097620697168,0.22624851208868754
Argentina,-0.8530293912045395,-0.7012513083174523,-0.6128116506119823,-0.5823547664322585,-0.32353053731282194,-0.23578217257036552,0.004575680374851761
Armenia,-0.5574240874707663,0.7393088099760274,0.6992383184887178,-0.26584867047382493,0.1252428062336628,-0.029121153073067067,-0.8303964683311366
Australia,-1.1947232777270478,-0.4577073481148927,-0.264152129534333,1.8152166871013247,-1.0884177630575154,0.031404781181826436,0.7593174081187165
Austria,-1.2346348785002412,1.1244269278978856,-0.31783077490758466,1.15661379008423,-0.17703235649030877,-0.06531840803574608,0.46717996697746145
Azerbaijan,-0.2434275121707303,-0.13442643258131212,-0.9834097921844758,-0.5843871680019819,-1.2943827861941881,0.1776367702068994,-0.500437732377964
Bahamas,-0.5962774800195091,1.7984384989427884,-2.3856170833902843,0.07198655396762345,-0.0978100866001956,0.765063191702045,0.9917926029831804
Bahrain,-0.7895866113727952,-0.18049924573708348,0.05053917186581489,-1.7444958776965351,-0.0440204674668422,0.9896429899220306,-0.9848230626837269
Bangladesh,0.13384353247050604,-0.7565843233239323,0.2771274040539314,0.5303104090315043,-1.4151983979159226,-0.7151113643287459,-0.33247688305454526
Barbados,-0.996009036385397,-0.7861856989651215,-0.057950787179848036,1.0130697093153247,-0.9722143661468254,-1.2447980328860733,-0.004907673078075526
Belarus,-0.17024173671867301,0.4827767019626074,0.2861827543546832,-1.9484128960650908,0.03258964655512917,0.9548599761871759,1.2021458312113926
Belgium,-1.134279163746109,0.9844506102912519,0.7924609050645909,-0.2539750945630483,0.18031249553193737,0.5920979658379389,0.5240717784322443
Belize,-0.5452691205677478,1.758958594063807,-0.6610638191815402,-0.3982206569302927,0.2651215875087735,-0.14216134042162615,-0.15300806612824033
Benin,1.1079568642798021,0.25700675271137235,1.3387571998552732,-0.3136013767933332,-0.41345707376091606,0.3353241762710739,-1.2444918541521026
Bhutan,0.5561951506407505,-0.9449725946081216,1.2025955622610396,-0.9916308462678445,2.119174572834057,0.17319536806301056,-0.604993949428178
Bolivia,0.1344513453921304,0.5770669013248616,-0.08006036135135067,0.2219637786530457,-0.5360508109629797,0.2347241452593389,-0.8729440802518191
Bosnia and Herzegovina,-0.7980128544028137,0.7430892260872055,-1.7214827921419216,0.7867936248361773,0.34977305227351335,0.07607582181985909,-0.6695887722964395
Botswana,1.6041334446663504,0.8122141471780187,1.8316328888152962,0.2893794063786422,-1.5629599959018565,-2.9491680355593304,1.4991089543816598
Brazil,-0.08309588770135959,0.5047845957315191,-0.4209752676395518,0.4215934766723945,0.37796455234198423,0.7821848704065903,-0.06142460476941727
Brunei Darussalam,-1.137980723286696,-1.490998488891714,-1.499778402347828,-0.96030388827179,-1.3523109928788304,-0.6247353784615615,-0.4704396572207272
Bulgaria,-0.7188337644880678,0.7438204240479154,-0.7759627577417846,-0.6989743988915648,0.04529832288709163,0.5538710697394618,0.4675028836127419
Burkina Faso,1.5521869154134453,0.7160850377517379,0.935976056789075,-2.062841191628302,-0.6577622927874203,0.5275816657234603,-1.6095074459801084
Burundi,1.9864310684092448,0.8288015178450101,-1.552997486451936,0.5314310234008989,1.678602237037498,-0.23578306804265628,-0.6541343155362966
Cambodia,1.1461116342122672,-0.456038469127418,-0.2562317572598216,0.9019854664592681,1.7295802616901759,0.33325900644416495,-0.5093593595864522
Cameroon,1.2898486532418674,0.7723133829915799,-0.44941166292385687,0.32430462748048233,-0.867391345633239,0.06242807583064653,-0.8361705392251761
Canada,-1.1890954166930088,-0.6993660544689099,-0.7884963943539824,1.1030447373186822,-0.49978202072729033,-0.08469869927756843,0.6712517437991635
Cape Verde,0.40379282084970225,-0.15680763939289805,-0.30368832111518723,0.15970740627555474,1.6434994117690924,1.9795168768742286,0.8819922235155142
Central African Republic,1.4256809125538314,1.2985745501071797,-0.4640060258044568,0.9632644573767354,-1.7393722936947966,-0.7858233942118236,-0.9049646529563496
Chad,1.7572675290327333,-0.8166829222419963,0.321470239281587,-0.03980815912939878,0.8298528044730724,-0.0004929205391323653,0.20358697038017357
Chile,-0.5140232719434186,-1.4830454646867273,-0.924255872983854,0.3151799369427874,2.3934990199119484,0.39498515567023784,0.057106789671078746
China,-0.6522349385650654,0.06181544464828652,-0.46217666496733434,1.9120785756644443,-1.4591843532948832,-0.13396967670940724,-0.3302238250978924
Colombia,-0.789600223444218,-1.4318986838084942,-0.7364623135506904,-0.6090503823557465,-1.459982303015116,-1.1263813819892576,0.062397826283388635
Comoros,0.09418839208718334,0.5654433315642808,0.0202062083679651,-0.6251851494124615,-0.3985834672410323,0.43712609964900684,-0.3732254526028883
Congo,1.3113267530528918,-1.2240796925566255,-0.3068556259999082,-0.9672338151052258,0.40070153116703977,-0.07913882152523173,1.2611971883901558
Cook Islands,-1.4034652391936273,-0.7172283391732518,-0.471461696529246,-1.5685701310182496,2.7985232416050936,-3.9268452100264732,-0.830943436531434
Costa Rica,-1.1553477820200506,-0.33480020852831666,-0.1504955757017774,-1.6622466062808885,-0.01796523679754307,-0.05686712507659993,-0.2207052664971584
Cote d'Ivoire,1.4300131934607307,0.3873175142469698,0.5602126805442712,-0.5892647755993262,2.039718865462617,-0.9187958763999255,-1.1334196014527325
Croatia,-1.1583499143124765,0.35079713464543943,1.4547588374763796,0.1894284486403511,-0.07447024787923442,-1.3964996757714776,0.020055107968300418
Cuba,-0.888293440670866,1.0545433274710803,1.477786662432326,1.1045330363114414,0.038966959790638,0.02496764065288252,-0.017981364914545255
Cyprus,-1.2832330094415672,0.8524638952384822,0.763835341747822,0.8884507178018621,-0.2714805551865864,-0.7822920471414558,-0.7611158521343282
Czech Republic,-0.915167445681091,1.08266232061615,-0.33479041671718723,0.46978538220557853,-0.013369557557920074,0.4481891156779123,0.3785651789194405
Democratic People's Republic of Korea,-0.18876302745797605,0.06548897282699617,0.8510348714817005,-0.12673059539624096,-0.6503311705755648,0.2127598748336386,-0.3058784921894621
Democratic Republic of the Congo,1.7044551331793238,-0.650959476470589,-0.02504180934091754,-0.23588851985396933,-1.2648218784266738,-0.5216893482441283,-0.2785116509767894
Denmark,-1.3788550585406876,-1.4408124434944984,-0.02472595014355319,0.5681913675430198,-0.6666298716040294,-1.7423408030639884,0.40804649837757667
Djibouti,1.110151901517303,0.3363274585840911,-0.7506085623699829,1.8219771046489237,-1.4315406226942,0.00039810120998395914,-1.5347184435047947
Dominica,-1.610263182427564,-0.7961129591535323,-1.1745273655042001,-0.1675127988123095,0.9813770184347443,-4.436526179451033,-0.2145097930764156
Dominican Republic,-0.38740239115271513,-0.3385708382734178,0.3242431139962937,-1.1411594483138092,-0.2031223064314974,0.11496175156655093,-0.31118389013910186
Ecuador,-0.12421833942835966,-1.727313766150886,0.7217737868300994,0.08089582647792895,1.1086169810482618,-0.22930492044135223,0.3707908012790835
Egypt,0.021451472051775982,-1.467103952635773,-0.20393346077175223,-0.5680370083691991,0.7113356218312239,0.29439537640149355,0.007663229648579651
El Salvador,-0.24448724778417807,1.0730420162550403,-0.8773519013116083,0.505719704886998,-0.6934356944942391,0.5089279297265165,0.24726130252556763
Equatorial Guinea,1.2656857188747828,0.19935611419249322,-0.43214454835616345,0.20116414809835034,-0.38501119309885296,-0.0643638456051501,1.3418828180144566
Eritrea,0.8955010193065918,-0.21830968401406553,0.027772333076999292,1.1419365878369259,0.6478275608277556,0.7434589107591544,-0.9856992434339631
Estonia,-0.6589989627841356,0.25198650660509647,-0.09341594667066061,-0.6698633247072007,-0.5101462725424709,-0.5711501548311331,1.381327803968915
Ethiopia,1.214209483755064,-0.11712909915366496,-0.5726145922292454,0.8738130480247868,-1.0192785106515678,-0.3808240895508612,-1.4002444156397649
Fiji,-0.21354946275634284,0.6292177685885196,0.2453018208959934,-1.6634122824813735,-0.24079658381553137,0.4479856263741372,0.5720475011242737
Finland,-1.122676410640152,-0.00462874870380037,0.6934616360342155,0.014220527344575065,-0.0707638369175223,0.06830155959155824,0.6939904071850551
France,-1.21246830069406,0.22641810615413513,-0.10106049409484688,-1.5638226710737564,0.5614646508133586,0.8060950799684194,0.9563029358970608
Gabon,0.6213542754952515,1.5419983617926996,-0.5126868629635187,0.7534823518492312,1.762146595968588,0.09165915966267586,-0.3333810658337274
Gambia,0.9098692033426635,-2.2742647206634397,-0.42822600009026945,-0.26045225587310034,0.8501465326785036,0.10955861745485673,-0.2048647793740975
Georgia,-0.735798601806701,0.27212694661190934,-0.3459392979667917,-0.36922317024926965,0.03241134123218265,-0.023715011582956105,-0.02880407640432966
Germany,-1.1484449837893866,0.08732773377654465,-0.40397184179048184,0.2234851541474799,-0.6811770320500006,0.678179383568686,0.878595789758878
Ghana,0.9843200305441713,-1.681516820809689,0.26859667450185415,0.2452867540909151,-0.3300898912962348,0.5855143495496284,-0.12727236411939788
Greece,-1.4604016095439796,0.614309370004634,0.8406438368794651,-0.5225391402024973,0.19616341991417768,-0.49543917496896855,0.04301373356274851
Grenada,-0.07060662846398978,0.2776183530667007,-0.8481680117878491,1.22949206230348,-1.046544278382336,-0.2371435542711055,0.8507099261968841
Guatemala,0.11929982315034052,0.7323211066945884,-0.8001847353725633,1.245189837198455,-0.5520415532690194,0.3214453140535986,0.15550360410713646
Guinea,1.1072742455375149,-0.8516542160857358,-0.8381025104280415,-0.615145676100102,-0.9589918480028519,0.2435557386953268,-0.01587397197715494
Guinea-Bissau,1.7337872759060857,-1.7262766092618052,-0.9347489919638737,-0.08153311473362006,-0.06601484521926083,0.20486176500696207,0.21081177063778864
Guyana,0.8633737001883274,-0.28929549175768415,0.7097364400827074,1.1765907954574089,1.0781905471237216,-0.06625739580116952,1.924031058595232
Haiti,1.0569378468456052,-1.7251956350559796,-0.3641977397705108,-0.5836504801489342,-1.8090170789745619,0.6161080174531641,-1.5001704671562242
Honduras,-0.023464359957721337,0.27707446967264165,0.6522994277730803,0.024282647560496386,0.6405982814408158,-0.00011453897209481046,-0.15847170062063046
Hungary,-0.7716865257425076,0.03582888280542144,-0.6346837014284272,0.41563512348183346,-1.047633803252917,-0.7851072061815226,1.1562128272247496
Iceland,-1.3359889792045316,-0.49371487963639943,-0.7826656226828301,0.5417820802490596,-0.15725821936756196,-0.12707872430672773,0.758884685561823
India,-0.07390531611849735,1.0918765508785715,-0.6006476811195908,-1.4521899031006318,-0.053943174411470576,-0.2513195487822033,-0.6257746303138143
Indonesia,0.07838636011509342,-1.492801515384033,0.09449642904256557,-0.4276152895133583,-1.8586364193947627,0.5413743922468738,0.41472961327444735
Iran (Islamic Republic of),-0.6253265199010906,-0.8995388617327199,-0.37897697951700726,-1.4003930557427637,-0.2892840394078739,-1.36761088718324,-0.67590744481459
Iraq,0.0297703953220549,-1.1811781729323205,1.651845276773379,-0.6619564781975297,-0.4993683372794823,-1.068682915410164,-2.834136111584573
Ireland,-1.1670093859542336,-1.4878498898188846,0.00021236378276818596,-0.3328288072271797,-0.7060615170335024,-0.35126127420247205,0.4351466868111306
Israel,-1.0320251929211877,-0.33955125895407234,-0.792338439856347,-1.156135604353183,1.656621828935328,0.8964365987566786,0.5148747392397566
Italy,-1.4278287116982562,0.2418947066799428,0.8808991538269287,0.41575535098510114,-0.04824549587895731,-0.4500458044869612,0.4979530489193039
Jamaica,-0.6585076238415124,0.6107111108675284,-1.0528715166381482,0.465891989036223,0.7307747276793726,-0.04686727185920618,0.4975241150704627
Japan,-1.0245538701738284,0.2536863101068562,1.158333991477095,1.0982173291616055,-0.9127578546194742,1.5586599273056907,1.1278290017374473
Jordan,-0.6351059474713249,-0.17830371283686147,1.4277290951209827,-0.8972022932108721,0.17930987364612347,-0.6829104237920427,-0.7807048381858432
Kazakhstan,0.04057822799287852,2.054347052957893,0.8094332144861208,-0.1256580254870877,0.13730397097690053,-0.6023496938136581,1.0356762223640876
Kenya,1.443398975602607,1.094966202918082,1.8668046374408427,-0.5761085424210538,0.5964254225278751,-0.15635519960435934,1.131407560751558
Kiribati,0.6778884125777999,-1.2553115555292487,-1.2255155566088993,-0.0393296194043365,-0.8834363364668057,1.9293884917376976,-0.20310513078644163
Kuwait,-0.4175892196198503,-0.037899838480367654,-0.6016731243605383,2.1678003576576397,0.223420613834292,1.6567509196983359,-0.579826899106391
Kyrgyzstan,0.11702834804116027,-0.27948339156556473,-1.1663213307171316,-1.5632471947151414,1.0435880420739219,0.20439163019180046,-0.017693521697149085
Lao People's Democratic Republic,0.7627031185377989,-0.7175164701534781,0.6399910913031024,-1.0244430508800213,-0.9891610218260579,-0.15475278227980246,-0.5140388090026758
Latvia,-0.4761447292734767,1.0193656852493356,-1.1150861292109089,0.2830229705941771,1.057449454429948,-0.4951701459839946,1.1925806723244985
Lebanon,-0.7931332411817319,0.34429634157371686,-0.6758254528016656,-0.7198486806445336,0.7829541650875842,-1.4202609767271788,-0.6677104557952855
Lesotho,1.6533020561790832,1.037649658462848,-0.48271588281416056,-1.7320151787419016,-0.9503533089577649,-1.5225366447132618,-0.6147875050919973
Liberia,1.4951394159454636,1.8633176357845396,-0.6947157297855752,0.28606120077557984,-0.47048075333345546,-0.9471905923417214,-1.1225648447612588
Libyan Arab Jamahiriya,-0.5043041197216523,-2.278333246086289,0.7006796122751138,0.13325238985938476,-0.5241023004314541,-0.5904535379282587,0.19536180810459505
Lithuania,0.042695336674665595,-1.5539048947417788,1.2961102638172082,-0.08295376746097248,1.1122342258600917,0.5072785987053325,0.8951530562632761
Luxembourg,-1.2160038591715692,-0.3853083729044258,-1.286626987375766,-1.1988107727443416,0.06377876866763305,0.7891144421319868,1.0304398297613913
Madagascar,0.7701944686767793,-1.015519297261622,0.6138982531532157,-0.4469770921297253,-2.079835524497207,0.8305358264110899,-0.6703448952937485
Malawi,2.137283468748822,-1.2023239089920226,-1.1901153035990533,-0.16506497555456082,-0.6355994458654942,-0.3083453907375051,0.5626461764266184
Malaysia,-0.6674622568788205,-0.22024028771807275,-0.4341279436207844,-0.4791518378534669,2.0046010109952612,-0.9060146476400613,-0.1136036768153462
Maldives,-0.3584465467143522,0.8814065376080864,0.00754728620448047,-0.4174359389756498,0.23346843645203977,0.18391366856353267,-1.2079324378296223
Mali,1.4920067227726996,0.9462248941357567,0.4355044458891967,1.2778024239538568,-1.4200787696378574,-0.7165504600813034,-0.9343012096112503
Malta,-0.883670960620524,-2.434028713771611,0.22778960236107984,1.4379972008589743,2.0454604701804833,-0.9360497756163073,0.3003978919657446
Marshall Islands,0.37475498731805085,-0.13560803740983648,0.06175158700478473,0.8251794764487695,-2.245306908224056,-0.3094088512767444,1.5469990392526833
Mauritania,0.8376287264638999,-1.0216049227009685,0.6600304948921258,-1.0188270246330753,1.5189344366546902,-0.3493072404756675,-2.159109323801786
Mauritius,-1.0199285033517433,-0.46764698746813,-0.8474596097859964,-1.8722442909679928,-0.5865249492316273,-1.2182468842803538,-0.11621022667100848
Mexico,-0.8645692597813174,1.5900161684577008,-0.3065267101376139,0.12833781539367778,0.8496704914516995,-0.022155237369274213,-0.23829558657612407
Micronesia (Federated States of),-0.35677673729198567,0.21200635136370424,-0.04019142670806695,-1.7532910984801515,0.6229136123396254,-0.06781900061493656,-0.5239978112876413
Monaco,-0.9353326956630025,0.6179894136640594,0.047802213434563805,-0.463191589830203,-0.41887299112014753,2.1304805828691737,1.231379139004877
Mongolia,0.46363528649829533,-0.8667219879795609,0.8095935153269543,0.8138295079334348,-0.6418659685497466,0.33090737404955156,0.4620490106258959
Montenegro,-0.20348287511563826,1.7167257605292157,1.039579934852297,-0.3222908581284349,0.6436508191723194,1.5843500026657655,-1.7153480521357045
Morocco,-0.31449162857194835,-0.584749514267546,-0.21038998990341462,1.6372027293756888,-1.0699686475543524,0.13180308645711733,-1.2926381075380262
Mozambique,1.760024931313655,0.6138449186751017,-0.212147283546709,1.646221186652964,1.2506685193423055,-0.8972251842541127,-1.1332544552901862
Myanmar,0.3895723460994568,-1.5523623534384745,-0.5986979941582623,-0.7604974657403542,-1.6587364595843799,0.014436814420351026,-0.03432728091096457
Namibia,0.7970422787408556,0.4704986292456144,-0.765213521686044,-1.9165341953416821,1.1522678794086254,-0.32599146062561096,-1.475773680736755
Nauru,1.3916100449898534,0.532527582754395,6.31836932164237,-0.5350530050077263,0.3629799516376489,1.6764144806754495,2.6115315992594716
Nepal,0.12296372256622044,0.4663770335462366,-0.791608691132353,-1.848060867311435,-0.5063420418026926,-0.2582976743919096,0.1310932043843981
Netherlands,-1.4483277363207858,1.2761390854826558,0.011741127619415962,-0.2929857108603825,1.0138037025999436,-0.4162154662756697,0.11861007206273053
New Zealand,-1.0936568325185327,0.2548068081159675,0.9880679528138866,-0.8986765107430809,0.2046920150220794,0.9394004179177713,0.2968271853467314
Nicaragua,-0.17958105089417953,-0.5039212308406933,0.5325515095744341,1.9172323608161415,-1.0185041159078685,0.09056202415339291,-0.4104703760153157
Niger,2.5204466112989485,-1.1229681623057424,-0.48970412537240193,0.17968168847011026,2.409162694297433,0.2059204528364129,0.7835434924776962
Nigeria,1.724677518261671,-0.2947415238288746,-0.3449174859897926,0.6391200953194748,1.5829474155220955,-0.14653396211450834,0.44052629503898766
Niue,-0.508002792531302,0.7627892601791608,-0.8295867315313596,-0.4958092841482416,-0.7088269719267373,0.3528554006586493,-0.5061323750969116
Norway,-1.286138959021351,0.1412386062923917,-0.30825491091344254,-0.5635602050941944,-0.3305421498026327,0.5551703200635669,0.6331758743688396
Oman,-0.38468116799110896,0.7364557678216912,1.7398992744991448,0.6920747644173348,1.1085707617976905,0.49830211649785666,-0.3826382396363862
Pakistan,-0.039285782906804456,0.08049648917115775,-0.6113930339500766,1.4620710445508904,0.38935008084124517,-1.550542093863722,-1.4396622726329114
Palau,-0.3052565344701096,0.614043959549849,0.1410348057530923,-1.150322082687988,0.8146403953202282,0.02332639569763052,0.3445182401221663
Panama,-0.5102803741718771,-0.3684316847685109,0.6025016836423899,-0.8763241764908298,1.5099818778844627,1.2320826419629662,-0.25281775524002525
Papua New Guinea,0.5510400637820265,-0.6635723695248714,0.7115148126375902,0.29922726424176677,-0.9145689430708024,-0.025517728216663246,-0.11441670381260602
Paraguay,-0.5844167574465047,-1.6690951805326495,0.5471959915993142,0.05063864070967847,-1.067364577783058,-0.38168242211037073,-0.8745370873249777
Peru,-0.1383110702347259,-0.034630227752992494,-0.7044495668907258,1.3592209670694282,-0.6871114147726046,0.6919744326866344,-0.04981704515240999
Philippines,-0.18134538841807826,2.0738805393423876,-0.3484149867161799,0.1566047780895621,-0.05666542484451749,0.6710554353805048,0.14791955757170736
Poland,-1.0333810948357456,1.8807093121320135,0.6013662149840574,0.6058338352167887,0.41758436250810627,-0.9205085780069849,0.1738853545901006
Portugal,-0.9008928455582387,-0.11014220820749761,1.2047505808175278,1.2058364932352725,-1.617603525560513,0.2570767537462692,0.31265247590342404
Qatar,-0.5088483499742318,0.6714340060130178,-0.2948171470952944,-0.0002194707595485285,-0.21935653402487798,2.4400499566235436,-1.2103385117345244
Republic of Korea,-1.3979596385392545,-0.24593158870754253,-0.1373892192368198,-0.1792501271409051,-0.445118895274361,-1.5549175473626262,0.06779974841836092
Republic of Moldova,-0.3339304447796069,1.5745612044459278,-0.01350047299127046,0.3898818982241364,-0.14038550381978906,-0.2731477084797878,0.5051794108925556
Romania,-0.07543049820411742,-1.0411303362295774,-0.07594122533725206,0.9213708731369799,0.5639048007080746,0.6035384846368236,0.4507031823045839
Russian Federation,0.3606506790229627,0.9173902934741225,-0.6492080223490527,1.0283199017156723,1.2672603636303676,-0.24062462296833786,2.042810516641901
Rwanda,2.0362850582560874,-0.22462439281050903,-0.7079355509873932,-0.3764595225281469,0.5087853313381026,-0.19176428194281586,1.390436871265768
Saint Kitts and Nevis,0.4469303518331823,-0.10141202357986888,-1.1330770737141604,-1.7113175132127527,-0.46259377425257997,4.756703111007343,0.7002861258312426
Saint Lucia,0.07499754886508021,0.32603669899462256,0.5472372303781138,-0.13824688325348117,2.5187176381204317,1.8292174500904195,0.0889659074214071
Saint Vincent and the Grenadines,-0.16695893163345882,-0.037763679358422945,-2.004851149451932,1.0361494958909563,0.9566649157416883,-0.23291793952248036,0.8405794983575513
Samoa,-0.4294002466545645,0.8708934882378012,0.46301764988689964,0.1552440128785207,-0.8213278408372389,-0.5591380532875773,0.2705265402040449
San Marino,-1.107402663429406,1.407488414704367,-1.471863453360095,0.16123655650044655,-0.03817009320832816,2.3092912741183804,0.424760465563525
Sao Tome and Principe,0.2779572351078574,0.9658317242038305,-0.12148814237775078,1.11245752543736,-1.0595174077676264,0.5380801723612042,-0.6019905586261987
Saudi Arabia,0.09362445283632109,-1.815752779953211,0.450257332643724,0.0801884838356224,0.8071363625988541,0.6902021473920741,0.09768057237046937
Senegal,1.358635116294912,-1.062408794462804,-2.1434999702187914,2.1731653168478515,1.0643112765855245,1.085737538826154,-0.47139388004504196
Serbia,0.4164622646947871,0.30658657864695654,1.049858072409588,-0.09072711322906238,0.0047008030652891265,1.2989392869142922,-3.763863904857935
Seychelles,-0.015282754625439779,0.3507940646959493,2.6740832851600485,0.6794786503159909,-1.3670241960999712,1.3850934331612106,-0.43028066748692223
Sierra Leone,2.1204271714778757,1.8448152660112118,0.4985017859656071,-0.8574822282768017,-1.1261673600294035,-1.217197087225126,0.09395067305115895
Singapore,-0.820980463333944,0.08033195906280073,0.06644665753407035,0.09796941925571397,0.012133555907683852,1.664612739479893,0.04017982583650433
Slovakia,-1.0147035396593063,1.0716134364671288,-2.434805193345369,-0.6796679673170636,-0.41791828372763357,0.36308995645503545,0.5268156645654254
Slovenia,-1.2259444571623241,-0.4363365692911636,0.14535118682739964,-0.4942926453301844,-0.2191750191581515,-0.8311508997005034,0.5513533617382962
Solomon Islands,0.025315062565172537,-1.6277939574873503,-0.9643216703860272,0.0592221648278914,0.92480676493107,-0.24594163087814142,-1.1876216258634038
Somalia,1.7372740022281903,-0.8000013253630517,1.2647906270556737,-0.024426601850502987,0.7695715727978423,0.019077191227839633,-2.2822049127098505
South Africa,0.9860289342627943,1.5060011014168182,0.4833729298616208,0.523270234513628,0.13414465324129282,-0.9131667611935373,-0.2581855514113313
Spain,-1.2910294862952778,0.051641136068206646,0.009967647058839884,-1.513711531479648,0.21275807022084658,0.9097095132161985,0.9176388153630743
Sri Lanka,-0.7466969228911411,1.1675952371245866,0.527854454780548,-0.7606229423145116,0.3005489071045066,-1.2180484627780839,0.6145327363257781
Sudan,0.6690358739230166,0.5968071810696696,-1.0919719512485735,0.3016128172484116,-0.18202538358128215,0.4302267141619063,-0.6597790344553213
Suriname,0.22432030560938243,-1.8758899151555766,0.8243009104979727,0.16185190287227771,-0.15109639537701905,0.20995832435315676,0.5600338405073332
Swaziland,1.9640619430315227,0.2944044832410028,-2.145559467067974,1.352176919363546,0.6276831396583658,-0.7234547444086953,-0.8413846791751699
Sweden,-1.4105559915502632,0.2396075672873807,1.5310342994623005,-0.3617974903470133,0.207834577182378,-0.12027601560480856,0.3624990090499334
Switzerland,-1.0312853421931132,-0.8318185086097992,0.5973178059623274,3.06557980411487,0.6018303362206854,-0.8611900410847896,0.7040430893719813
Syrian Arab Republic,-0.08681245160064041,-1.3820723960257935,-0.9652759192410686,0.8245178086548648,0.4797420806708001,0.6305104538501235,0.06735023750125593
Tajikistan,0.6451660671269012,-0.12841842049399588,0.7702070303250964,2.398520023865587,-0.05866549869226829,0.5018939174262061,-0.1709491640877778
Thailand,-0.3057365972637889,1.354085225539219,-0.0126252930302767,0.6626712133338848,-0.17536833030882065,-0.13202548339016512,0.21582468427770818
The former Yugoslav Republic of Macedonia,-0.9696130871441394,0.38748912373246575,-0.42596638797229425,-0.5728117261840848,0.4225210339601801,-1.0235442593726614,-0.5519588559614549
Timor-Leste,0.41606878118193574,1.4986660862740369,0.19326285820857964,-0.055790977447267714,0.1975989081433131,0.4634739042347916,-1.4632696505646512
Togo,0.9881980728173,-0.8132343384608858,-0.2787979005897344,-1.3920210854542834,-0.5565678199088036,0.46003524859625483,-0.7632092713906288
Tonga,-0.2118683655297737,-1.1564213213625052,1.6312869419794118,0.7904973307587188,1.9238667010863142,-1.1848799123394897,0.22245029321756057
Trinidad and Tobago,-0.3365566934468814,0.26137823858172266,0.9328795752145412,1.8793769300520355,-1.6148028497570475,-0.5139336507215198,0.5212633237456752
Tunisia,-0.7469982868168178,-0.2691802332670569,0.5072723103807935,-1.2283561937051923,-0.5960762414499933,-0.14384040664176076,-0.7066775373190106
Turkey,-0.620856400922409,-0.5182280232398655,-0.28487596228785456,-0.6732731350208868,-0.9971483475249628,0.1713276828035255,-0.44881336649621506
Turkmenistan,0.3002649510236526,-0.6226371027609496,0.061932237649531534,0.11836256554974146,-1.6903137508791035,-0.014113499166892128,0.2422259183581403
Tuvalu,0.09109174500209156,1.3669398487261606,-0.6323419742043183,-0.7852727652815827,0.2417174739965267,0.1374153652866283,-0.6145025450902246
Uganda,1.8836982087299101,-0.14545017560768933,0.7925966457665092,-1.0673933499156127,-0.27917358009450166,-0.5557690098191541,3.9090629074864585
Ukraine,0.27922413260609585,-1.0356618943988174,0.43373402044039355,1.2370272263036954,0.13059524944267997,-0.2578986013255296,1.1589894086520238
United Arab Emirates,-0.8661728536365229,-1.2430777100844874,-0.14891983653164265,-0.42529949584524374,-0.6080254518077614,-0.10390484865566316,-1.1454978278355994
United Kingdom,-1.1446650727780256,-0.7328102955148844,2.673217453513835,-0.29133801118563146,0.3005991629017964,-0.4284867189721224,0.18231943469608927
United Republic of Tanzania,1.8391130893960617,-0.45996600771798646,0.8682180032756431,-0.8185394593582812,0.30703720158275283,-0.7356767445271734,1.7410935384756772
United States of America,-0.676558876337851,-1.3920492239248239,-0.2535656657163952,1.5394546074726319,1.0872091224213891,-0.327329587741339,0.6853461097159644
Uruguay,-0.5501401935854475,0.2490701278492351,0.08569018792539257,0.7169137401025313,1.2579425426133604,0.3311620371489673,0.1876799857753147
Uzbekistan,-0.1508301111955299,-0.5736137515634989,0.37937442765713075,-0.6136048215762355,-1.5630539152274479,0.6846406269623865,-0.12324199926749999
Vanuatu,-0.17758681373845794,-0.8317481350934343,0.6895503202079608,-0.044823396130967266,-1.6584030714891906,0.13613339528763033,-0.1626162346104704
Venezuela,-0.8163792672901082,0.7174600893451609,-1.0382342557565385,0.7199553143691787,-0.7235598610371378,-0.17525204237291095,-0.19733656623991072
Viet Nam,-0.7136603670212103,1.5328290572534453,0.7018643944208143,0.6249151722222119,0.30721012538729237,-1.0225893978386282,-0.7286728299900208
Yemen,0.36351278807320997,0.8795968187030221,-0.8979330013910458,-1.5132807538057358,-0.05033173396660845,0.7227006559156636,-1.4744631823465297
Zambia,2.21909476191536,1.9089994368149041,-1.5273415781088484,0.07633618226446136,-0.04880244073981911,-1.145880314409896,3.2763707399581654
Zimbabwe,2.1717969303271816,0.2581929504102277,-0.7612612656860153,-2.4674989406618777,-1.2677378810920408,-1.6076138884939957,4.146167060277448
